歌曲名,表演者,榜单名
蝶恋,刘亦菲,百度音乐:歌曲TOP500
表白,萧亚轩,百度音乐:歌曲TOP500
西厢,后弦,百度音乐:歌曲TOP500
觉悟,袁姗姗,百度音乐:歌曲TOP500
解放,羽泉,百度音乐:歌曲TOP500
解脱,吴莫愁,百度音乐:歌曲TOP500
解脱,张惠妹,百度音乐:歌曲TOP500
触电,S.H.E,百度音乐:歌曲TOP500
触电,s.h.e,百度音乐:歌曲TOP500
认了,姚笛,百度音乐:歌曲TOP500
认错,Vae,百度音乐:歌曲TOP500
认错,vae,百度音乐:歌曲TOP500
认错,泳儿,百度音乐:歌曲TOP500
认错,许嵩,百度音乐:歌曲TOP500
记得,李琦,百度音乐:歌曲TOP500
记得,刘浩龙,百度音乐:歌曲TOP500
记得,张惠妹,百度音乐:歌曲TOP500
记得,林俊杰,百度音乐:歌曲TOP500
记忆,刘行格,百度音乐:歌曲TOP500
许愿,武艺,百度音乐:歌曲TOP500
证据,刘籽辰,百度音乐:歌曲TOP500
说说,棒棒堂,百度音乐:歌曲TOP500
说谎,,百度音乐:歌曲TOP500
说谎,林宥嘉,百度音乐:歌曲TOP500
谎言,梁静茹,百度音乐:歌曲TOP500
谢幕,侃侃,百度音乐:歌曲TOP500
贪图,李代沫,百度音乐:歌曲TOP500
赔偿,钟汶,百度音乐:歌曲TOP500
走了,王啸坤,百度音乐:歌曲TOP500
走失,张婧,百度音乐:歌曲TOP500
趁我,信,百度音乐:歌曲TOP500
趁早,张宇,百度音乐:歌曲TOP500
趁早,李琦,百度音乐:歌曲TOP500
趁早,张惠妹,百度音乐:歌曲TOP500
趁早,"许诺,包文熙",百度音乐:歌曲TOP500
距离,林俊杰,百度音乐:歌曲TOP500
距离,陈绮贞,百度音乐:歌曲TOP500
路人,江美琪,百度音乐:歌曲TOP500
跳伞,纯音乐,百度音乐:歌曲TOP500
踏浪,,百度音乐:歌曲TOP500
踏浪,刘德华,百度音乐:歌曲TOP500
踏浪,徐怀钰,百度音乐:歌曲TOP500
身旁,苏醒,百度音乐:歌曲TOP500
身边,无印良品,百度音乐:歌曲TOP500
车站,夏韶声,百度音乐:歌曲TOP500
轨迹,周杰伦,百度音乐:歌曲TOP500
转弯,吴奇隆,百度音乐:歌曲TOP500
转机,潘玮柏,百度音乐:歌曲TOP500
过火,张信哲,百度音乐:歌曲TOP500
远方,郁可唯,百度音乐:歌曲TOP500
远歌,黄英,百度音乐:歌曲TOP500
迷你,张学友,百度音乐:歌曲TOP500
迷宫,林海,百度音乐:歌曲TOP500
迷宫,于浩威,百度音乐:歌曲TOP500
迷宫,梁朝伟/杨千嬅,百度音乐:歌曲TOP500
迷悟,王铮亮,百度音乐:歌曲TOP500
迷途,迪克牛仔,百度音乐:歌曲TOP500
追寻,孙楠,百度音乐:歌曲TOP500
追爱,张靓颖,百度音乐:歌曲TOP500
退后,周杰伦,百度音乐:歌曲TOP500
送别,朴树,百度音乐:歌曲TOP500
送别,周传雄,百度音乐:歌曲TOP500
送别,王馨悦,百度音乐:歌曲TOP500
逃生,张信哲,百度音乐:歌曲TOP500
逃脱,阿悄,百度音乐:歌曲TOP500
逆光,孙燕姿,百度音乐:歌曲TOP500
逆战,张杰,百度音乐:歌曲TOP500
选择,叶倩文,百度音乐:歌曲TOP500
选择,"叶倩文,林子祥",百度音乐:歌曲TOP500
选择,叶倩文/林子祥,百度音乐:歌曲TOP500
逍遥,霍建华,百度音乐:歌曲TOP500
途中,黄美珍,百度音乐:歌曲TOP500
逞强,萧亚轩,百度音乐:歌曲TOP500
遇到,,百度音乐:歌曲TOP500
遇见,孙燕姿,百度音乐:歌曲TOP500
遇见,林一峰,百度音乐:歌曲TOP500
遇见,金润吉,百度音乐:歌曲TOP500
遗憾,方炯镔,百度音乐:歌曲TOP500
遗憾,李代沫,百度音乐:歌曲TOP500
遥望,谢雨欣,百度音乐:歌曲TOP500
邂逅,云菲菲,百度音乐:歌曲TOP500
邂逅,"徐良,杨洋",百度音乐:歌曲TOP500
配角,sara,百度音乐:歌曲TOP500
醉拳,成龙,百度音乐:歌曲TOP500
醒了,戴爱玲,百度音乐:歌曲TOP500
醒了,杨千嬅,百度音乐:歌曲TOP500
采莲,姚贝娜,百度音乐:歌曲TOP500
重来,张韶涵,百度音乐:歌曲TOP500
重来,黄小琥,百度音乐:歌曲TOP500
重逢,孙楠,百度音乐:歌曲TOP500
重逢,叶倩文,百度音乐:歌曲TOP500
重逢,毛阿敏,百度音乐:歌曲TOP500
野花,田震,百度音乐:歌曲TOP500
钢琴,单行道乐队,百度音乐:歌曲TOP500
钻石,乔任梁,百度音乐:歌曲TOP500
铃铃,"萧敬腾,范玮琪",百度音乐:歌曲TOP500
错怪,"杨幂,刘恺威",百度音乐:歌曲TOP500
错爱,张晴,百度音乐:歌曲TOP500
错爱,庄心妍,百度音乐:歌曲TOP500
错爱,张栋梁,百度音乐:歌曲TOP500
错爱,江若琳,百度音乐:歌曲TOP500
错爱,阿里郎,百度音乐:歌曲TOP500
错觉,张婧,百度音乐:歌曲TOP500
错过,李晟,百度音乐:歌曲TOP500
错过,祁隆,百度音乐:歌曲TOP500
错过,沙宝亮,百度音乐:歌曲TOP500
错过,王铮亮,百度音乐:歌曲TOP500
错过,蔡卓妍,百度音乐:歌曲TOP500
长城,Beyond,百度音乐:歌曲TOP500
长城,beyond,百度音乐:歌曲TOP500
长大,陈乃荣,百度音乐:歌曲TOP500
长椅,刘若英,百度音乐:歌曲TOP500
问情,蔡幸娟,百度音乐:歌曲TOP500
问月,武艺,百度音乐:歌曲TOP500
阴天,莫文蔚,百度音乐:歌曲TOP500
阴谋,张玮,百度音乐:歌曲TOP500
随缘,温兆伦,百度音乐:歌曲TOP500
难道,,百度音乐:歌曲TOP500
雨天,,百度音乐:歌曲TOP500
雨天,孙燕姿,百度音乐:歌曲TOP500
雨念,刘力扬,百度音乐:歌曲TOP500
雨爱,杨丞琳,百度音乐:歌曲TOP500
雨蝶,李翊君,百度音乐:歌曲TOP500
雨衣,黄品源,百度音乐:歌曲TOP500
雪人,张玮,百度音乐:歌曲TOP500
雪人,范晓萱,百度音乐:歌曲TOP500
雪人,"范晓萱,王力宏",百度音乐:歌曲TOP500
青春,韩红,百度音乐:歌曲TOP500
青春,张恒远,百度音乐:歌曲TOP500
青花,周传雄,百度音乐:歌曲TOP500
青蛇,墨明棋妙,百度音乐:歌曲TOP500
青鸟,许巍,百度音乐:歌曲TOP500
静电,胡夏,百度音乐:歌曲TOP500
靠近,罗震环,百度音乐:歌曲TOP500
面具,安七炫,百度音乐:歌曲TOP500
预谋,许佳慧,百度音乐:歌曲TOP500
领悟,关喆,百度音乐:歌曲TOP500
领悟,孟楠,百度音乐:歌曲TOP500
领悟,张杰,百度音乐:歌曲TOP500
领悟,辛晓琪,百度音乐:歌曲TOP500
颜色,刘忻,百度音乐:歌曲TOP500
风云,屠洪刚,百度音乐:歌曲TOP500
风声,黄晓明,百度音乐:歌曲TOP500
风度,汪苏泷,百度音乐:歌曲TOP500
风筝,孙燕姿,百度音乐:歌曲TOP500
风筝,陈沐雷,百度音乐:歌曲TOP500
飘摇,周迅,百度音乐:歌曲TOP500
飘雪,韩雪,百度音乐:歌曲TOP500
飘雪,陈慧娴,百度音乐:歌曲TOP500
飞天,凤凰传奇,百度音乐:歌曲TOP500
飞舞,王冰洋,百度音乐:歌曲TOP500
飞花,刘恺威,百度音乐:歌曲TOP500
飞鸟,范冰冰,百度音乐:歌曲TOP500
香水,何润东,百度音乐:歌曲TOP500
香水,谢霆锋,百度音乐:歌曲TOP500
驼铃,刀郎,百度音乐:歌曲TOP500
高地,汪峰,百度音乐:歌曲TOP500
高飞,张杰,百度音乐:歌曲TOP500
鱼儿,鲁向卉,百度音乐:歌曲TOP500
鸟人,乌拉多恩,百度音乐:歌曲TOP500
鸭子,苏慧伦,百度音乐:歌曲TOP500
鸿雁,云杰,百度音乐:歌曲TOP500
鸿雁,格格,百度音乐:歌曲TOP500
鸿雁,童彤,百度音乐:歌曲TOP500
鸿雁,呼斯楞,百度音乐:歌曲TOP500
鸿雁,额尔古纳乐队,百度音乐:歌曲TOP500
鸿雁,云杰/布仁巴雅尔,百度音乐:歌曲TOP500
鸿雁,"云杰					  /    布仁巴雅尔",百度音乐:歌曲TOP500
麦兜,邵雨涵,百度音乐:歌曲TOP500
黄昏,周传雄,百度音乐:歌曲TOP500
黑白,方大同,百度音乐:歌曲TOP500
默认,王铮亮,百度音乐:歌曲TOP500
默默,飞轮海,百度音乐:歌曲TOP500
龙拳,周杰伦,百度音乐:歌曲TOP500
龙文,陈奕迅,百度音乐:歌曲TOP500
龙鳞,张杰,百度音乐:歌曲TOP500
？？,孝琳(Sistar),百度音乐:歌曲TOP500
30 Sexy,Rain,百度音乐:歌曲TOP500
Animals,Maroon 5,百度音乐:歌曲TOP500
Bad Boy,丁克森,百度音乐:歌曲TOP500
Beat It,Michael Jackson,百度音乐:歌曲TOP500
Beat it,熊汝霖,百度音乐:歌曲TOP500
Buttons,The Pussycat Dolls,百度音乐:歌曲TOP500
Buttons,the pussycat dolls,百度音乐:歌曲TOP500
Bye Bye,沙宝亮,百度音乐:歌曲TOP500
Darling,Girl's Day,百度音乐:歌曲TOP500
Falling,张新,百度音乐:歌曲TOP500
Forever,草蜢,百度音乐:歌曲TOP500
Forever,吴建豪,百度音乐:歌曲TOP500
Goodbye,少女时代,百度音乐:歌曲TOP500
HIGH歌,黄龄,百度音乐:歌曲TOP500
Heritor,韩国原声带,百度音乐:歌曲TOP500
High歌,张玮,百度音乐:歌曲TOP500
High歌,黄龄,百度音乐:歌曲TOP500
Jealous,Beyonce,百度音乐:歌曲TOP500
La Song,Rain,百度音乐:歌曲TOP500
My Girl,方大同,百度音乐:歌曲TOP500
My Logo,韩庚,百度音乐:歌曲TOP500
My Love,Westlife,百度音乐:歌曲TOP500
My Love,李岗霖,百度音乐:歌曲TOP500
Perfume,Britney Spears,百度音乐:歌曲TOP500
Problem,Ariana Grande,百度音乐:歌曲TOP500
Running,陈冠希,百度音乐:歌曲TOP500
SAY YES,李代沫,百度音乐:歌曲TOP500
Silence,周笔畅,百度音乐:歌曲TOP500
Skyfall,Adele,百度音乐:歌曲TOP500
Special,李夏怡,百度音乐:歌曲TOP500
Take me,张根硕,百度音乐:歌曲TOP500
The Fox,Ylvis,百度音乐:歌曲TOP500
Tik Tok,Ke$ha,百度音乐:歌曲TOP500
To Hebe,田馥甄,百度音乐:歌曲TOP500
Whistle,Flo Rida,百度音乐:歌曲TOP500
goodbye,郭静,百度音乐:歌曲TOP500
high歌,张玮,百度音乐:歌曲TOP500
high歌,黄龄,百度音乐:歌曲TOP500
history,exo-m,百度音乐:歌曲TOP500
my logo,韩庚,百度音乐:歌曲TOP500
my love,田馥甄,百度音乐:歌曲TOP500
tell me,a-show,百度音乐:歌曲TOP500
哦 想,安与骑兵,百度音乐:歌曲TOP500
画心2,张靓颖,百度音乐:歌曲TOP500
A.I.N.Y.,邓紫棋,百度音乐:歌曲TOP500
Applause,Lady Gaga,百度音乐:歌曲TOP500
Baby Boy,王心凌,百度音乐:歌曲TOP500
Bad Girl,"Marilyn Manson,Avril Lavigne",百度音乐:歌曲TOP500
Defeated,Anastacia,百度音乐:歌曲TOP500
Devotion,Jim Brickman,百度音乐:歌曲TOP500
Di Da Di,李玟,百度音乐:歌曲TOP500
Diamonds,Rihanna,百度音乐:歌曲TOP500
Dreaming,金秀贤,百度音乐:歌曲TOP500
Drenched,曲婉婷,百度音乐:歌曲TOP500
Evensong,Secret Garden,百度音乐:歌曲TOP500
Hangover,"Psy,Snoop Dogg",百度音乐:歌曲TOP500
Hey Jude,孙燕姿,百度音乐:歌曲TOP500
Hey Jude,The Beatles,百度音乐:歌曲TOP500
Hey Jude,"钟伟强,毕夏",百度音乐:歌曲TOP500
La La La,"Shakira,Carlinhos Brown",百度音乐:歌曲TOP500
MC来了,Mc Hotdog,百度音乐:歌曲TOP500
Only One,宝儿,百度音乐:歌曲TOP500
Palladio,Escala,百度音乐:歌曲TOP500
QQ秘密,"唐古,阿绪",百度音乐:歌曲TOP500
SUPERMAN,曹格,百度音乐:歌曲TOP500
Schnappi,Schnappi,百度音乐:歌曲TOP500
Season 2,INFINITE,百度音乐:歌曲TOP500
Season 2,Infinite,百度音乐:歌曲TOP500
So Young,Suede,百度音乐:歌曲TOP500
Spoonful,吉克隽逸,百度音乐:歌曲TOP500
Stronger,"崔天琪,田丹",百度音乐:歌曲TOP500
The Boys,少女时代,百度音乐:歌曲TOP500
The Show,Lenka,百度音乐:歌曲TOP500
U Got Me,GOT7,百度音乐:歌曲TOP500
With You,"周笔畅,Epik High",百度音乐:歌曲TOP500
drenched,曲婉婷,百度音乐:歌曲TOP500
fly away,梁静茹,百度音乐:歌曲TOP500
love u u,林俊杰,百度音乐:歌曲TOP500
superman,曹格,百度音乐:歌曲TOP500
串烧DJ,任军太,百度音乐:歌曲TOP500
午夜Dj,王绎龙,百度音乐:歌曲TOP500
午夜dj,王绎龙,百度音乐:歌曲TOP500
哦·想,安与骑兵,百度音乐:歌曲TOP500
All Night,f(x),百度音乐:歌曲TOP500
All Of Me,John Legend,百度音乐:歌曲TOP500
Apologize,OneRepublic,百度音乐:歌曲TOP500
BACK SEAT,JYJ,百度音乐:歌曲TOP500
Bad Girls,李孝利,百度音乐:歌曲TOP500
Bang Bang,"Jessie J,Ariana Grande,Nicki Minaj",百度音乐:歌曲TOP500
Beautiful,黄丽玲,百度音乐:歌曲TOP500
Boom Clap,Charli XCX,百度音乐:歌曲TOP500
Everybody,Ingrid Michaelson,百度音乐:歌曲TOP500
Gentleman,PSY,百度音乐:歌曲TOP500
Gentleman,Psy,百度音乐:歌曲TOP500
Gentleman,"戴爱玲,Victor Lau",百度音乐:歌曲TOP500
Get Lucky,"Daft Punk,Pharrell Williams",百度音乐:歌曲TOP500
Get To Me,Lady Antebellum,百度音乐:歌曲TOP500
Good Time,"Owl City,Carly Rae Jepsen",百度音乐:歌曲TOP500
I believe,范逸臣,百度音乐:歌曲TOP500
I'm Yours,李琦,百度音乐:歌曲TOP500
I'm Yours,Jason Mraz,百度音乐:歌曲TOP500
I'm sorry,CNBLUE,百度音乐:歌曲TOP500
Iron Girl,"HA:TFELT,惠林 (Wonder Girls)",百度音乐:歌曲TOP500
Let It Go,Demi Lovato,百度音乐:歌曲TOP500
Let It Go,Idina Menzel,百度音乐:歌曲TOP500
Let It Go,Various Artists,百度音乐:歌曲TOP500
Let It Go,"Various Artists,Marsha Milan Londoh,Willemijn Verkaik,Nadezhda Panayotova",百度音乐:歌曲TOP500
Let It Go,"Marsha Milan Londoh,Willemijn Verkaik,Nadezhda Panayotova,Gisela,Carmen Sarahí,Jelena Gavrilovic,Elke Buyle,Hye Na Park,Jobelle Ubalde,Ana？s Delva,Idina Menzel,Maria Lucia Heiberg Rosenberg,Hu Wei Na,Khun Vichayanee Pearklin,Anna Buturlina,Annika Herlitz,Katarzyna Laska,Lisa Stokke,Takako Matsu,Füredi Nikolett,Serena Autieri,Ana Encarna？？o",百度音乐:歌曲TOP500
Lights Up,方大同,百度音乐:歌曲TOP500
Mad World,崔天琪,百度音乐:歌曲TOP500
Marry You,Bruno Mars,百度音乐:歌曲TOP500
Nightmare,SHINee,百度音乐:歌曲TOP500
One Woman,张靓颖,百度音乐:歌曲TOP500
One Woman,"张靓颖,群星",百度音乐:歌曲TOP500
Only Time,Enya,百度音乐:歌曲TOP500
Only Time,enya,百度音乐:歌曲TOP500
Price Tag,Jessie J,百度音乐:歌曲TOP500
Price Tag,吴莫愁,百度音乐:歌曲TOP500
Red Light,f(x),百度音乐:歌曲TOP500
Something,Girl's Day,百度音乐:歌曲TOP500
Something,东方神起,百度音乐:歌曲TOP500
That girl,张韶涵,百度音乐:歌曲TOP500
Who Is It,Michael Jackson,百度音乐:歌曲TOP500
Yesterday,,百度音乐:歌曲TOP500
better me,薛凯琪,百度音乐:歌曲TOP500
mine mine,周杰伦,百度音乐:歌曲TOP500
only love,蔡健雅,百度音乐:歌曲TOP500
paparazzi,lady gaga,百度音乐:歌曲TOP500
price tag,吴莫愁,百度音乐:歌曲TOP500
that girl,张韶涵,百度音乐:歌曲TOP500
一个人,蔡依林,百度音乐:歌曲TOP500
一剪梅,张明敏,百度音乐:歌曲TOP500
一剪梅,费玉清,百度音乐:歌曲TOP500
一剪梅,"胡彦斌,黄小琥",百度音乐:歌曲TOP500
一只狼,华声儿童合唱团,百度音乐:歌曲TOP500
一瞬间,张靓颖,百度音乐:歌曲TOP500
一翦梅,费玉清,百度音乐:歌曲TOP500
一起来,黄绮珊,百度音乐:歌曲TOP500
丁香花,唐磊,百度音乐:歌曲TOP500
七里香,周杰伦,百度音乐:歌曲TOP500
万物生,萨顶顶,百度音乐:歌曲TOP500
万花瞳,蔡依林,百度音乐:歌曲TOP500
三人游,方大同,百度音乐:歌曲TOP500
三分拍,张学友,百度音乐:歌曲TOP500
三国恋,Tank,百度音乐:歌曲TOP500
三国恋,tank,百度音乐:歌曲TOP500
三国杀,汪苏泷,百度音乐:歌曲TOP500
三岔口,吕晶晶,百度音乐:歌曲TOP500
三岔口,郭富城,百度音乐:歌曲TOP500
上上签,,百度音乐:歌曲TOP500
上上签,斯琴高丽,百度音乐:歌曲TOP500
上海滩,叶丽仪,百度音乐:歌曲TOP500
下雨天,武艺,百度音乐:歌曲TOP500
下雨天,刘锡明,百度音乐:歌曲TOP500
下雨天,南拳妈妈,百度音乐:歌曲TOP500
不一样,刘雨潼,百度音乐:歌曲TOP500
不值得,曾一鸣,百度音乐:歌曲TOP500
不值得,梦飞船,百度音乐:歌曲TOP500
不再见,陈学冬,百度音乐:歌曲TOP500
不想睡,梁静茹,百度音乐:歌曲TOP500
不想醒,刘思涵,百度音乐:歌曲TOP500
不煽情,许嵩,百度音乐:歌曲TOP500
不爱了,李玖哲,百度音乐:歌曲TOP500
不要怕,吉克隽逸,百度音乐:歌曲TOP500
不过问,郭采洁,百度音乐:歌曲TOP500
丑八怪,薛之谦,百度音乐:歌曲TOP500
东北人,侯旭,百度音乐:歌曲TOP500
东方红,,百度音乐:歌曲TOP500
东风破,周杰伦,百度音乐:歌曲TOP500
两个人,1983,百度音乐:歌曲TOP500
两个人,房祖名,百度音乐:歌曲TOP500
两个人,1983组合,百度音乐:歌曲TOP500
两人行,陈伟霆,百度音乐:歌曲TOP500
中国山,钟汉良,百度音乐:歌曲TOP500
中国美,玖月奇迹,百度音乐:歌曲TOP500
中国话,S.H.E,百度音乐:歌曲TOP500
中国话,s.h.e,百度音乐:歌曲TOP500
为了爱,"刘庭羽,陆昱霖",百度音乐:歌曲TOP500
为了谁,祖海,百度音乐:歌曲TOP500
主旋律,陈奕迅,百度音乐:歌曲TOP500
乌溜溜,袁成杰,百度音乐:歌曲TOP500
也许在,姚贝娜,百度音乐:歌曲TOP500
二缺一,蔡卓妍,百度音乐:歌曲TOP500
亲爱的,羽泉,百度音乐:歌曲TOP500
亲爱的,徐若瑄,百度音乐:歌曲TOP500
亲爱的,潘玮柏,百度音乐:歌曲TOP500
亲爱的,纵贯线,百度音乐:歌曲TOP500
亲爱的,郭富城,百度音乐:歌曲TOP500
今生缘,旭日阳刚,百度音乐:歌曲TOP500
他不懂,张杰,百度音乐:歌曲TOP500
他的猫,"徐良,杨曦",百度音乐:歌曲TOP500
任我行,陈奕迅,百度音乐:歌曲TOP500
会不会,本兮,百度音乐:歌曲TOP500
伤不起,王麟,百度音乐:歌曲TOP500
伤不起,郁可唯,百度音乐:歌曲TOP500
伸出手,平安,百度音乐:歌曲TOP500
你不会,S.H.E,百度音乐:歌曲TOP500
你不配,谢容儿,百度音乐:歌曲TOP500
你好吗,周杰伦,百度音乐:歌曲TOP500
你好毒,张学友,百度音乐:歌曲TOP500
你存在,信,百度音乐:歌曲TOP500
你懂得,小沈阳,百度音乐:歌曲TOP500
你懂得,"小沈阳,沈春阳",百度音乐:歌曲TOP500
你懂得,小沈阳/沈春阳,百度音乐:歌曲TOP500
你懂得,"小沈阳					  /    沈春阳",百度音乐:歌曲TOP500
你懂的,李贵府,百度音乐:歌曲TOP500
你的歌,陶喆,百度音乐:歌曲TOP500
你走后,杨坤,百度音乐:歌曲TOP500
保护色,张韶涵,百度音乐:歌曲TOP500
信天游,,百度音乐:歌曲TOP500
修仙缘,陈楚生,百度音乐:歌曲TOP500
倍儿爽,大张伟,百度音乐:歌曲TOP500
倾听我,林心如,百度音乐:歌曲TOP500
假动作,房祖名,百度音乐:歌曲TOP500
假行僧,崔健,百度音乐:歌曲TOP500
假行僧,张赫宣,百度音乐:歌曲TOP500
偏执面,"张惠妹,蛋堡",百度音乐:歌曲TOP500
健康歌,范晓萱,百度音乐:歌曲TOP500
偶阵雨,梁静茹,百度音乐:歌曲TOP500
傻丫头,王风举,百度音乐:歌曲TOP500
傻傻爱,谢娜,百度音乐:歌曲TOP500
兄弟酒,星阁,百度音乐:歌曲TOP500
光脚丫,阿牛,百度音乐:歌曲TOP500
克卜勒,孙燕姿,百度音乐:歌曲TOP500
入阵曲,五月天,百度音乐:歌曲TOP500
全是爱,凤凰传奇,百度音乐:歌曲TOP500
公主病,周杰伦,百度音乐:歌曲TOP500
兰亭序,周杰伦,百度音乐:歌曲TOP500
兰花指,阿里郎,百度音乐:歌曲TOP500
兰花草,刘文正,百度音乐:歌曲TOP500
兰花草,叶倩文,百度音乐:歌曲TOP500
兵马俑,凤凰传奇,百度音乐:歌曲TOP500
再回首,羽泉,百度音乐:歌曲TOP500
再回首,姜育恒,百度音乐:歌曲TOP500
再遇见,苏打绿,百度音乐:歌曲TOP500
冷太阳,张信哲,百度音乐:歌曲TOP500
冷雨夜,Beyond,百度音乐:歌曲TOP500
几个你,薛之谦,百度音乐:歌曲TOP500
凡人歌,李宗盛,百度音乐:歌曲TOP500
凤凰飞,乌兰图雅,百度音乐:歌曲TOP500
创可贴,陈彦妃,百度音乐:歌曲TOP500
别回答,酷爱乐团,百度音乐:歌曲TOP500
到不了,李代沫,百度音乐:歌曲TOP500
剪不断,戴佩妮,百度音乐:歌曲TOP500
办不到,张靓颖,百度音乐:歌曲TOP500
加油歌,花儿乐队,百度音乐:歌曲TOP500
勇敢爱,万茜,百度音乐:歌曲TOP500
勇敢爱,张靓颖,百度音乐:歌曲TOP500
勇敢爱,阮经天,百度音乐:歌曲TOP500
勿忘我,陶喆,百度音乐:歌曲TOP500
北极雪,陈慧琳,百度音乐:歌曲TOP500
十一年,邱永传,百度音乐:歌曲TOP500
十分钟,李孝利,百度音乐:歌曲TOP500
千年泪,Tank,百度音乐:歌曲TOP500
千年泪,tank,百度音乐:歌曲TOP500
千百度,许嵩,百度音乐:歌曲TOP500
千纸鹤,方大同,百度音乐:歌曲TOP500
千纸鹤,邰正宵,百度音乐:歌曲TOP500
半情歌,元若蓝,百度音乐:歌曲TOP500
单细胞,严爵,百度音乐:歌曲TOP500
单面镜,周笔畅,百度音乐:歌曲TOP500
卖报歌,,百度音乐:歌曲TOP500
卖汤圆,,百度音乐:歌曲TOP500
南泥湾,,百度音乐:歌曲TOP500
卷珠帘,霍尊,百度音乐:歌曲TOP500
原谅我,黑龙,百度音乐:歌曲TOP500
去大理,郝云,百度音乐:歌曲TOP500
去大理,黄渤,百度音乐:歌曲TOP500
双人舞,潘玮柏,百度音乐:歌曲TOP500
双人舞,王心凌,百度音乐:歌曲TOP500
双截棍,周杰伦,百度音乐:歌曲TOP500
双鱼座,郑中基,百度音乐:歌曲TOP500
发如雪,周杰伦,百度音乐:歌曲TOP500
发现爱,林俊杰,百度音乐:歌曲TOP500
发现爱,林俊杰/金莎,百度音乐:歌曲TOP500
只有你,黄绮珊,百度音乐:歌曲TOP500
叮叮当,郑秀文,百度音乐:歌曲TOP500
可以了,陈奕迅,百度音乐:歌曲TOP500
右手边,光良,百度音乐:歌曲TOP500
叶枯过,陶晶莹,百度音乐:歌曲TOP500
叹情缘,祁隆,百度音乐:歌曲TOP500
吉娃娃,钱思汝,百度音乐:歌曲TOP500
