鸿雁,童彤
鸿雁,呼斯楞
鸿雁,额尔古纳乐队
鸿雁,云杰
麦兜,邵雨涵
黄昏,周传雄
龙拳,周杰伦
Beat It,Michael Jackson
Beat it,熊汝霖
Buttons,The Pussycat Dolls
Bye Bye,沙宝亮
Falling,张新
Forever,草蜢
HIGH歌,黄龄
My Girl,方大同
My Love,Westlife
My Love,李岗霖
SAY YES,李代沫
Silence,周笔畅
Skyfall,Adele
The Fox,Ylvis
tell me,a-show
哦 想,安与骑兵
A.I.N.Y.,邓紫棋
Defeated,Anastacia
Devotion,Jim Brickman
Di Da Di,李玟
Dreaming,金秀贤
Evensong,Secret Garden
Hey Jude,孙燕姿
Hey Jude,The Beatles
Hey Jude,"钟伟强,毕夏"
MC来了,Mc Hotdog
Palladio,Escala
QQ秘密,"唐古,阿绪"
SUPERMAN,曹格
Schnappi,Schnappi
So Young,Suede
Stronger,"崔天琪,田丹"
The Show,Lenka
fly away,梁静茹
love u u,林俊杰
串烧DJ,任军太
午夜Dj,王绎龙
哦·想,安与骑兵
Apologize,OneRepublic
Bad Girls,李孝利
Bang Bang,"Jessie J,Ariana Grande,Nicki Minaj"
Beautiful,黄丽玲
Everybody,Ingrid Michaelson
Get Lucky,"Daft Punk,Pharrell Williams"
Good Time,"Owl City,Carly Rae Jepsen"
I believe,范逸臣
I'm Yours,李琦
I'm Yours,Jason Mraz
Let It Go,Various Artists
Mad World,崔天琪
One Woman,"张靓颖,群星"
Price Tag,吴莫愁
Who Is It,Michael Jackson
Yesterday,
paparazzi,lady gaga
一个人,蔡依林
一剪梅,张明敏
一只狼,华声儿童合唱团
一瞬间,张靓颖
一翦梅,费玉清
丁香花,唐磊
七里香,周杰伦
万物生,萨顶顶
三国恋,Tank
三岔口,吕晶晶
三岔口,郭富城
上上签,
上上签,斯琴高丽
上海滩,叶丽仪
下雨天,刘锡明
下雨天,南拳妈妈
不值得,梦飞船
不想睡,梁静茹
不煽情,许嵩
东北人,侯旭
东方红,
东风破,周杰伦
两个人,1983
两个人,房祖名
两个人,1983组合
两人行,陈伟霆
中国美,玖月奇迹
中国话,S.H.E
为了谁,祖海
也许在,姚贝娜
二缺一,蔡卓妍
亲爱的,羽泉
亲爱的,徐若瑄
亲爱的,纵贯线
亲爱的,郭富城
今生缘,旭日阳刚
伤不起,王麟
你不配,谢容儿
你好毒,张学友
你懂得,小沈阳
你懂得,"小沈阳,沈春阳"
你懂得,小沈阳
你懂的,李贵府
保护色,张韶涵
信天游,
假行僧,崔健
健康歌,范晓萱
傻丫头,王风举
入阵曲,五月天
全是爱,凤凰传奇
兰花草,刘文正
兰花草,叶倩文
兵马俑,凤凰传奇
再回首,姜育恒
冷太阳,张信哲
冷雨夜,Beyond
凡人歌,李宗盛
凤凰飞,乌兰图雅
创可贴,陈彦妃
加油歌,花儿乐队
勇敢爱,万茜
北极雪,陈慧琳
十一年,邱永传
十分钟,李孝利
千年泪,Tank
千纸鹤,邰正宵
半情歌,元若蓝
卖报歌,
卖汤圆,
南泥湾,
原谅我,黑龙
去大理,黄渤
双人舞,王心凌
双截棍,周杰伦
双鱼座,郑中基
发如雪,周杰伦
发现爱,林俊杰
发现爱,林俊杰/金莎
叮叮当,郑秀文
叹情缘,祁隆
吉娃娃,钱思汝
向前冲,徐怀钰
向日葵,周蕙
听不到,梁静茹
听你说,"郁可唯,林凡"
吹喇叭,罗百吉
告诉我,唐禹哲
周大侠,周杰伦
哈巴狗,小蓓蕾组合
哎咿呀,i Me
唱脸谱,
喀秋莎,
喜欢你,Beyond
嘻唰唰,花儿乐队
四季歌,
四季歌,达明一派
回娘家,
因为你,徐若瑄
因为你,萧亚轩
因为爱,陶喆
因为爱,办桌二人组
国际歌,
国际歌,唐朝乐队
圣诞歌,林宥嘉
圣诞歌,S翼乐团
圣诞节,张玉华
在他乡,水木年华
在梅边,王力宏
在路上,麦田守望者
坏女孩,徐良
坏女孩,梅艳芳
声声慢,陈明
夜上海,
夜上海,周璇
夜上海,马天宇
夜太黑,田园
夜太黑,林忆莲
夜来香,羽泉
夜来香,邓丽君
大丈夫,许冠英
大中国,高枫
大女人,张宇
大小姐,金莎
大悲咒,齐豫
大悲咒,释道心
大悲咒,佛教音乐
天与地,阿里郎
天亮了,韩红
天蓝蓝,凤凰传奇
天黑黑,孙燕姿
太委屈,陶晶莹
太想爱,刘德华
女人心,张学友
女人花,梅艳芳
女驸马,黄梅戏
好兄弟,黑龙
好兄弟,软硬天师
好姑娘,李晓杰
好日子,
好日子,宋祖英
好日子,棉花糖
好汉歌,刘欢
好男人,张镐哲
好运来,祖海
如果爱,张学友
如果爱,方大同
如梦令,邓丽欣
娃哈哈,
孟婆汤,游鸿明
学着走,胡夏
将军令,吴克群
小丑鱼,罗志祥
小乌龟,张栋梁
小二郎,小蓓蕾组合
小宇宙,叶倩文
小宇宙,李宇春
小宇宙,苏打绿
小情歌,张惠妹
小拜年,
小星星,张芯瑜
小星星,张震岳
小星星,汪苏泷
小朋友,李宇春
小温馨,"小贱,可歆"
小燕子,小蓓蕾组合
小白杨,
小白脸,"谢容儿,侯皓中"
小白脸,谢容儿
小背篓,
小苹果,王羽泽
小蛮腰,泳儿
小螺号,
小邋遢,小蓓蕾组合
小酒窝,林俊杰
小酒窝,蔡卓妍
小酒窝,林俊杰+蔡卓妍
小酒窝,"林俊杰,蔡卓妍"
小酒窝,林俊杰/蔡卓妍
小酒窝,林俊杰
山沟沟,那英
山茶花,邓丽君
山里红,群星
差一点,阿杜
帅女人,龚琳娜
带我飞,林志玲
常旅客,李宇春
幸运草,丁当
幽默感,100%乐团
庐州月,许嵩
归去来,胡兵
当年情,张国荣
彼岸花,王菲
心上人,阿筎那
心乱乱,崔子格
心太软,任贤齐
忘不了,
忘不了,陶喆
忘忧草,周华健
忘情酒,安东阳
怎么办,she
怕寂寞,雁卿
恋千年,蓝雨
恋爱ing,五月天
恶作剧,王蓝茵
情人节,吴克群
情人节,黄淑惠
情已逝,张学友
惊鸿舞,姚贝娜
想太多,李玖哲
想念你,王冰洋
想念你,金志文
我不配,周杰伦
我以为,品冠
我可以,李圣杰
我可以,蔡旻佑
我和你,刘欢
我和你,庞龙
我和你,常石磊
我和你,王心凌
我和你,刘欢/莎拉布莱曼
我得你,刘德华
我忘了,李玖哲
我愿意,
我愿意,王菲
我愿意,庾澄庆
我期待,信
我期待,张雨生
我期待,声音乐团
我爱你,s.h.e
我爱你,李欧
我爱你,王杰
我爱你,伍思凯
我爱你,刘德华
我爱你,卢广仲
我爱你,巫启贤
我爱你,张洪量
我爱你,林子祥
我爱你,熊天平
我爱你,纪敏佳
我爱你,许冠杰
我爱你,郭富城
我的爱,孙燕姿
我相信,杨坤
我相信,孙羡真
我相信,张信哲
我相信,杨培安
我知道,BY2
我知道,SE7EN
我知道,东来东往
我透明,唐嫣
我难过,5566
戴佩妮,戴佩妮
手放开,李圣杰
折子戏,黄阅
抱着你,纵贯线
拔萝卜,小蓓蕾组合
捉泥鳅,
捉泥鳅,小蓓蕾组合
捉迷藏,华声儿童合唱团
接新娘,皆大欢喜
摇啊摇,王绎龙
摇摆哥,王绎龙
摇篮曲,
摇篮曲,胎教音乐
摇篮曲,宝宝的音乐花园
摩天轮,hebe
摩天轮,罗百吉
摩天轮,"罗百吉,宝贝"
放狠爱,"慕容晓晓,肖玄"
新包容,马健涛
新年好,S翼乐团
无底洞,蔡健雅
无所谓,卫兰
无所谓,张赫宣/杨坤
无间道,刘德华
无间道,刘德华+梁朝伟
无间道,刘德华/梁朝伟
日不落,陈明
日不落,蔡依林
早上好,廖隽嘉
星期六,罗百吉
映山红,
映山红,刀郎
映山红,宋祖英
映山红,玖月奇迹
春天里,
春天里,旭日阳刚
是非题,
是非题,范玮琪
最天使,曾轶可
最情歌,"黑龙,汤晓菲"
月光下,布仁巴雅尔
月半弯,陈坤
月半弯,张学友
月牙泉,田震
有点甜,"汪苏泷,By2"
有点甜,汪苏泷/By2
有点甜,汪苏泷
有缘人,陈慧珊
期待爱,林俊杰
期待爱,林俊杰/金莎
木兰香,赵薇
杀破狼,JS
枉凝眉,
枯叶蝶,许艺娜
柠檬树,苏慧伦
样样红,黄安
桃花源,蔡依林
桃花运,杨钰莹
梦醒了,袁惟仁
梦驼铃,费玉清
梨花香,李宇春
棉花糖,至上励合
棒棒棒,张睿
椒房殿,何晟铭
樱桃红,沈春阳
樱花草,Sweety
橄榄树,齐豫
橄榄树,刘彩星
橄榄树,费玉清
欧若拉,
欧若拉,张韶涵
步步高,景岗山
每一步,徐小凤
毕业歌,
水中花,梁佳杰
水中花,谭咏麟
江湖人,张俊
江湖笑,周华健
没时间,莫文蔚
泥娃娃,小蓓蕾组合
泪满天,龙梅子
洛丽塔,卓亚君
洪湖水,乔洋
流星雨,f4
流浪歌,陈星
浏阳河,李谷一
浏阳河,黑鸭子
海海海,阿悄
海芋恋,萧敬腾
海贼王,CoLoR
深呼吸,叶倩文
游子吟,
灰姑娘,郑钧
烦恼歌,张学友
燕尾蝶,梁静茹
爱一点,莫艳琳
爱一点,"王力宏,章子怡"
爱上你,斯琴高丽
爱太痛,吴克群
爱得起,梁咏琪
爱我吧,方大同
爱爱爱,
爱爱爱,柯有纶
爱琴海,姜昕
爱琴海,央金兰泽
爱疯头,罗志祥
爱疯舞,崔子格
爱的人,沙宝亮
爱转角,罗志祥
牡丹江,南拳妈妈
牧羊曲,
牧羊曲,郑绪岚
牧羊曲,金海心
牧马人,"杨坤,丁丁,平安,金志文,关喆"
狐狸叫,Ylvis
狐狸精,罗志祥
独角戏,许茹芸
狮子座,曾轶可
猪之歌,香香
王子病,张韶涵
珊瑚海,周杰伦
琉璃月,杨幂
琵琶语,林海
甜甜的,周杰伦
甜蜜蜜,薛凯琪
甜蜜蜜,邓丽君
甩葱歌,初音未来
男人KTV,胡彦斌
男人婆,杜海涛
留下来,飞轮海
疯人愿,魏晨
白月光,孟楠
白桦林,朴树
白玫瑰,陈奕迅
相信爱,群星
真英雄,小沈阳
真英雄,张卫健
离别赋,"周华健,张大春"
稻草人,
稻草人,小宋佳
稻草人,林志颖
穷开心,花儿乐队
笑忘书,
笑忘书,张敬轩
笑红尘,
笑红尘,陈淑桦
笨小孩,刘德华
笨小孩,"刘德华,柯受良,吴宗宪"
第一天,孙燕姿
第一次,光良
简单爱,周杰伦
算你狠,陈小春
精舞门,罗志祥
紫藤花,S.H.E
累斗累,刘德华
红山果,安与骑兵
红梅赞,
红楼梦,庞龙
红河谷,
红玫瑰,陈奕迅
红蜻蜓,小虎队
红蜻蜓,北京天使合唱团
红豆红,俞静
红颜劫,姚贝娜
给你们,张宇
绿袖子,元若蓝
美人吟,李玲玉
美人鱼,林俊杰
老天爷,范思威
老阿姨,汤非
耶耶耶,DJ小可
胆小鬼,梁咏琪
脚踏板,李宇春
舍不得,杨坤
舞女泪,韩宝仪
花木兰,
花田错,王力宏
茉莉花,宋祖英
茉莉花,梁静茹
茉莉花,莫文蔚
草帽歌,
草帽歌,张忆亚
草戒指,神木与瞳
菊花台,周杰伦
菩萨蛮,姚贝娜
萤火虫,伊能静
落花情,七朵组合
蓝眼泪,陈冠蒲
蓝精灵,
蓝精灵,儿歌
蓝精灵,小太阳儿童合唱团
蓝色雨,温岚
蓝莲花,许巍
蓝莲花,"张恒远,赵晗"
虫儿飞,
虫儿飞,少儿歌曲
表达爱,林俊杰
表达爱,林俊杰/廖君
记事本,陈慧琳
许茹芸,好听
诀别诗,胡彦斌
说不清,孙骁骁
说不清,郑欣宜
说爱你,蔡依林
说爱我,梁一贞
谢谢你,sara
财神到,许冠杰
赤裸裸,郑钧
走四方,金志文/曹寅
走天涯,叶贝文
走天涯,降央卓玛
走天涯,老猫+  杨...
走天涯,"龙梅子,老猫"
走西口,阿宝
超可能,S.H.E
超级爆,戴爱玲
路太弯,潘玮柏
辣妹子,
过云雨,张敬轩
过家家,小蓓蕾组合
还是会,纯音乐
还是会,韦礼安
还有我,任贤齐
这条街,云菲菲
这条街,"云菲菲,冷漠"
这条街,云菲菲/冷漠
这条街,"冷漠,云菲菲"
这条街,冷漠/云菲菲
这条街,云菲菲
这歌声,张恺彤
追梦人,凤飞飞
追梦人,罗大佑
追追追,苏打绿
逆态度,张杰
逍遥叹,胡歌
遇见你,陈坤
那一夜,谢军
那一夜,罗百吉
那一天,杨坤
那片海,韩红
都怪我,刘德华
都是你,光良
醉清风,弦子
醉红颜,冷漠
醉赤壁,林俊杰
采红菱,
金缕衣,姚贝娜
铁窗泪,迟志强
错错错,六哲
门没锁,品冠
闯码头,大哲
阿里郎,
阿里郎,阿里郎
陌生人,蔡健雅
随它吧,姚贝娜
雨樱花,F.I.R
雨花石,李玉刚
雨花石,"李玉刚,石头"
雨花石,李玉刚/石头
雨花石,"石头,李玉刚"
雨花石,石头/李玉刚
雨花石,李玉刚
雨花石,石头
雨花石,"石头 (王卓实),李玉刚"
雨若梦,杨斯壬
雪绒花,
雪绒花,金莎
需要你,孙燕姿
霍元甲,周杰伦
青花瓷,周杰伦
静静的,庾澄庆
风云决,任贤齐
高原红,容中尔甲
高原蓝,乌兰图雅
高原蓝,乌兰托娅
鲁冰花,甄妮
鲁冰花,小蓓蕾组合
麦芽糖,周杰伦
黄玫瑰,侃侃
黄种人,谢霆锋
黑白配,范玮琪
龙卷风,周杰伦
8090的歌,王洪迪
Amarantine,Enya
Breathless,Shayne Ward
Dark Horse,"Katy Perry,Juicy J"
End Of May,Keren Ann
GIRLFRIEND,曹格
Hallelujah,Alexandra Burke
Hot N Cold,Katy Perry
I Miss You,柯有纶
I Miss You,罗百吉
I Remember,郭采洁
I love you,阿木
I love you,王若琳
I miss you,汤加丽
In Control,孟楠
Just Dance,Lady GaGa
K歌之王,陈奕迅
Lemon Tree,
Lemon Tree,苏慧伦
Love Is…,"朴章贤,？？？"
Love Story,Taylor Swift
Loving You,
Loving You,李岗霖
Part Of Me,Katy Perry
Sexy Bitch,"David Guetta,Akon"
She's Gone,赵晗
Sugar Rush,AKB48
Super Star,S.H.E
Your Smile,Bandari
Your Smile,班得瑞
多啦a梦,陈慧琳
心伤2010,六哲
心痛2009,欢子
心痛2011,小山
心痛2013,小山
恋曲1990,罗大佑
Anywhere Is,Enya
Bad romance,吴莫愁/陶虹旭
Bar Bar Bar,Crayon Pop
Bumble Bees,Aqua
Complicated,周蕙
Dear Friend,姚贝娜
Funky Music,常颖
I Surrender,Céline Dion
Jar of Love,曲婉婷
Let It Rain,Olivia Ong
Thrift Shop,"Macklemore,Ryan Lewis"
Untouchable,Taylor Swift
断点(国),张敬轩
江南style,泫雅
江南style,泫雅/Psy
江南style,泫雅    /    Psy
编号89757,林俊杰
321对不起,徐良
Ace (王牌),泰民
Alwaysonline,林俊杰
Jingle Bells,范晓萱
"Kissy, Kissy",Smile
Rain Over Me,Pitbull
Safe & Sound,Taylor Swift
Up All Night,One Direction
Wake Up Call,Maroon 5
We Are Young,"FUN.,Janelle Monáe"
forever love,王力宏
一个人哭,郑源
一代天骄,凤凰传奇
一代宗师,黄宗泽
一块红布,崔健
一块红布,"刘彩星,高扬"
一帘幽梦,纯音乐
一帘幽梦,许茹芸
一念执着,"胡歌,阿兰"
一无所有,崔健
一生何求,
一生何求,刘德华
一生何求,陈百强
一生所爱,卢冠廷
一生无悔,"高安,杭娇"
一生无悔,高安/杭娇
一生无悔,高安
一生有你,水木年华
一眼万年,S.H.E
一眼瞬间,"李琦,林芯仪"
一眼瞬间,"张惠妹,萧敬腾"
一言难尽,张宇
一起摇摆,"汪峰,张恒远,毕夏,单冲锋,孟楠"
一路向北,周杰伦
一路歌唱,"阿宝,张冬玲"
七子之歌,
七情六欲,李翊君
三万英尺,迪克牛仔
三天三夜,张惠妹
三天三夜,歌浴森
三年三天,安与骑兵
上善若水,何晟铭
不了了之,冰淇
不了了之,张恒
不再犹豫,Beyond
不再联系,程响
不如不见,陈奕迅
不如跳舞,陈慧琳
不得不爱,潘玮柏
不怕不怕,郭美美
不想懂得,
不想懂得,张韶涵
不想长大,S.H.E
不想长大,陈楚生
不见不散,孙楠
不见不散,崔兰花
专属天使,TANK
世界末日,周杰伦
东方之珠,罗大佑
东来东往,东来东往
两个世界,胡清蓝
两只老虎,
两只老虎,儿歌
两只老虎,小蓓蕾组合
两只蝴蝶,庞龙
中国功夫,屠洪刚
为你写诗,吴克群
为情所伤,庄心妍
为梦而生,水木年华
为爱停留,郑源
为谁憔悴,DJ小可
也许明天,张惠妹
乡下老鼠,小蓓蕾组合
二泉映月,
二泉映月,彭丽媛
五星红旗,
五星红旗,孙楠
亲密爱人,梅艳芳
今世有缘,云菲菲
今生不再,黎明
从何说起,陈奕迅
从头再来,刘欢
他不爱我,李琦
仙剑问情,萧人凤
以爱之名,李维嘉
仰望星空,张杰
伤心地铁,光良
伤心城市,冷漠
伤心城市,云菲菲
伯牙绝弦,王力宏
你不爱我,康晋荣
你快回来,孙楠
你怎么说,邓丽君
你最珍贵,张学友
你最珍贵,"张学友,高慧君"
你最珍贵,张学友/高慧君
你最珍贵,张学友
你的微笑,F.I.R
你的微笑,那英
你的微笑,飞儿乐团
你的我的,梁博
你的承诺,海鸣威
你的样子,林志炫
你的样子,罗大佑
你的眼神,
你的眼神,卫兰
你的眼神,蔡琴
你的背包,信
你的香气,郭静
你瞒我瞒,陈柏宇
你若成风,许嵩
你若盛开,玖月奇迹
保卫黄河,
倾国倾城,熊汝霖
倾国倾城,陈楚生
倾国倾城,玖月奇迹
假情真爱,阿华
偷偷的哭,陈玉建
像个孩子,梁博
像个孩子,汪峰
儿行千里,刘和刚
兄弟干杯,庞龙
兄弟干杯,"庞龙,李永波"
兄弟无数,景岗山
光棍好苦,司文
光辉岁月,Beyond
六月的雨,胡歌
其实爱情,严宽
再别康桥,琪琪格
再见青春,汪峰
军中绿花,小曾
军港之夜,
军港之夜,苏小明
冬天来了,丁薇
冬天来了,权振东/佳宁组合
冷酷到底,羽泉
几分之几,张柏芝
出神入化,飞轮海
刀剑如梦,
刀剑如梦,董贞
刀剑如梦,周华健
分开旅行,刘若英
分开旅行,"刘若英,黄立行"
分开旅行,刘若英/黄立行
分开旅行,刘若英
分手假期,"钟洁,hojo"
别再骗我,黑龙
别无所求,艳乐队
别说抱歉,阿悄
到森林去,华声儿童合唱团
勇敢一点,
北京一夜,陈升
北京北京,汪峰
北京北京,梁博
北京烟火,梦然
北国之春,
北国之春,邓丽君
十送红军,
十送红军,刀郎
十送红军,彭丽媛
十面埋伏,陈奕迅
千千阙歌,DJ小可
千千阙歌,张国荣
千千阙歌,陈慧娴
千古绝唱,白雪
千域千寻,李宇春
千年之恋,F.I.R
千年之恋,信乐团
千年之恋,戴爱玲
千年之恋,"信乐团,戴爱玲"
千言万语,邓丽君
千里之外,周杰伦/费玉清
半岛铁盒,周杰伦
单人旅途,许嵩
单身情歌,林志炫
单车恋人,后弦
南方姑娘,赵雷
南海姑娘,爱戴
南海姑娘,王菲
南海姑娘,邓丽君
原来的我,齐秦
原来的我,陈楚生
又见炊烟,邓丽君
友情岁月,
友情岁月,郑伊健
反转地球,潘玮柏
受了点伤,阿桑
口是心非,张雨生
只为了你,严铮
只因为你,张栋梁
只想抱抱,刘德华
只要有你,孙楠
只要有你,那英
只要有你,马天宇
只要有你,"那英,孙楠"
只要有你,那英/孙楠
只要有你,那英
可可西里,凤凰传奇
吉祥三宝,布仁巴雅尔
吉祥如意,凤凰传奇
同一首歌,
同一首歌,金海心
同桌的你,老狼
同桌的你,刘若英
同步呼吸,萧亚轩
后知后觉,张惠妹
后知后觉,"李琦,张惠妹"
呼儿嘿哟,李春波
命中注定,庾澄庆
和你一样,李宇春
和平分手,徐良
和平分手,孙耀威
咱爸咱妈,龙猫组合
哑巴新娘,李羿慧
哥妹情缘,高安
哥妹情缘,"格格,高安"
哥有老婆,纪晓斌
哭不出来,张惠妹
哭个痛快,任贤齐
唯舞独尊,蔡依林
唱得响亮,
唱得响亮,安又琪
嗨!mrs leta,凤凰传奇
四海盟约,毛阿敏
回到拉萨,郑钧
回到最初,詹采妮
回到过去,周杰伦
回头太难,张学友
回心转意,侯强
因为了解,汪苏泷
因为爱你,邰正宵
因为爱你,魏佳庆
因为爱情,王菲
因为爱情,"王菲,陈奕迅"
因为爱情,王菲/陈奕迅
因为爱情,王菲
圣诞快乐,李炆
圣诞快乐,彭靖惠
在你身边,陈奕迅
在水一方,邓丽君
城市之光,汪峰
城市猎人,刘德华
夏天的风,温岚
夏天的风,元卫觉醒
夕阳之歌,梅艳芳
夜夜夜夜,尚雯婕
夜夜夜夜,熊天平
大城小爱,王力宏
大漠情人,凤凰传奇
天下无双,张靓颖
天亮以后,胡歌
天天想你,张雨生
天涯歌女,
天涯歌女,徐小凤
天涯海角,纪敏佳
天真无邪,胎教音乐
天空之城,李志
天空之城,郭燕
天空之城,久石让
天空之城,纯音乐
天竺少女,李玲玉
天籁之爱,"容中尔甲,旺姆"
天籁之爱,容中尔甲/旺姆
天籁之爱,容中尔甲
天籁传奇,凤凰传奇
天若有情,袁凤英
天长地久,庞龙
天长地久,周启生
太想爱你,张信哲
太过爱你,戚薇
失恋光荣,金志文
奇迹世界,凤凰传奇
